objName,raMean,decMean,rMeanApMag,rMeanPSFMag,qualityFlag
string,ra,dec,float,float,integer
PSO J054455.720+210240.030,05 44 55.722,+21 02 40.00,21.888,22.061,36
PSO J054515.504+205555.818,05 45 15.506,+20 55 55.79,20.960,21.004,52
PSO J054458.013+210313.456,05 44 58.014,+21 03 13.46,21.083,21.480,32
PSO J054515.638+205556.163,05 45 15.638,+20 55 56.16,22.303,21.673,32
PSO J054519.509+210339.043,05 45 19.509,+21 03 39.04,18.979,18.864,32
PSO J054518.151+205610.478,05 45 18.152,+20 56 10.48,20.387,18.459,48
PSO J054500.206+205623.384,05 45 00.206,+20 56 23.32,18.291,19.104,37
PSO J054528.050+210043.549,05 45 28.049,+21 00 43.53,20.990,20.966,52
PSO J054451.693+210008.773,05 44 51.696,+21 00 08.71,20.637,20.576,52
PSO J054524.065+205715.812,05 45 24.066,+20 57 15.78,18.937,18.926,60
PSO J054452.142+205902.479,05 44 52.146,+20 59 02.43,22.640,21.577,52
PSO J054502.742+205604.454,05 45 02.743,+20 56 04.35,19.945,20.069,52
PSO J054454.097+205752.545,05 44 54.097,+20 57 52.46,22.045,22.112,36
PSO J054513.116+210413.050,05 45 13.117,+21 04 13.02,18.887,18.902,60
PSO J054453.001+205823.710,05 44 53.001,+20 58 23.71,22.903,21.989,32
PSO J054510.325+210416.885,05 45 10.324,+21 04 16.83,20.783,20.672,52
PSO J054452.704+205834.278,05 44 52.706,+20 58 34.22,20.402,20.297,52
PSO J054457.144+210303.443,05 44 57.144,+21 03 03.44,18.264,18.346,32
PSO J054456.987+210301.338,05 44 56.989,+21 03 01.30,15.059,15.301,32
PSO J054526.774+210144.438,05 45 26.774,+21 01 44.43,21.985,21.823,52
PSO J054525.053+210227.249,05 45 25.054,+21 02 27.18,13.736,13.766,60
PSO J054452.987+210136.928,05 44 52.987,+21 01 36.93,21.474,21.501,32
PSO J054508.527+205543.557,05 45 08.529,+20 55 43.50,19.489,19.499,52
PSO J054522.102+210314.047,05 45 22.102,+21 03 14.01,17.847,17.850,60
PSO J054513.164+205545.857,05 45 13.166,+20 55 45.82,18.604,18.593,60
PSO J054451.553+205957.278,05 44 51.555,+20 59 57.23,17.741,17.744,60
PSO J054452.214+210109.772,05 44 52.185,+21 01 09.69,20.091,21.060,37
PSO J054517.902+210354.296,05 45 17.903,+21 03 54.25,20.183,20.150,52
PSO J054452.193+210110.953,05 44 52.195,+21 01 10.90,20.102,21.115,37
PSO J054505.239+205549.516,05 45 05.241,+20 55 49.46,16.767,16.776,60
PSO J054520.149+205623.176,05 45 20.150,+20 56 23.18,14.667,14.223,32
PSO J054458.955+205631.543,05 44 58.958,+20 56 31.41,21.595,21.667,52
PSO J054527.907+210107.540,05 45 27.907,+21 01 07.52,21.771,21.811,52
PSO J054522.822+205652.281,05 45 22.823,+20 56 52.24,20.672,20.518,52
PSO J054526.431+210200.894,05 45 26.432,+21 02 00.88,21.512,21.617,52
PSO J054502.296+210356.505,05 45 02.296,+21 03 56.46,14.171,14.185,60
PSO J054452.379+205837.955,05 44 52.380,+20 58 37.87,21.731,22.163,53
PSO J054452.474+210126.520,05 44 52.476,+21 01 26.46,20.608,21.788,37
PSO J054527.398+210131.540,05 45 27.398,+21 01 31.51,21.276,21.710,52
PSO J054456.959+205654.673,05 44 56.958,+20 56 54.58,21.150,21.925,37
PSO J054507.007+210416.974,05 45 07.006,+21 04 16.93,22.606,21.688,52
PSO J054506.728+210416.571,05 45 06.730,+21 04 16.56,21.552,21.666,36
PSO J054451.966+210105.446,05 44 51.967,+21 01 05.39,19.690,20.779,37
PSO J054525.494+210225.140,05 45 25.496,+21 02 25.11,20.283,20.809,53
PSO J054514.754+205547.014,05 45 14.752,+20 55 46.92,22.281,22.130,52
PSO J054453.066+210150.597,05 44 53.060,+21 01 50.53,21.562,21.566,52
PSO J054528.153+210102.713,05 45 28.154,+21 01 02.66,19.160,19.155,60
PSO J054454.846+205726.464,05 44 54.848,+20 57 26.41,17.798,17.799,60
PSO J054519.274+210347.533,05 45 19.275,+21 03 47.52,20.930,20.848,52
PSO J054453.759+205750.113,05 44 53.758,+20 57 50.03,23.654,22.226,36
PSO J054522.413+210316.089,05 45 22.415,+21 03 16.03,18.812,18.771,60
PSO J054516.152+210407.598,05 45 16.152,+21 04 07.55,19.992,19.953,52
PSO J054459.798+205620.337,05 44 59.797,+20 56 20.25,21.257,21.104,52
PSO J054513.923+210416.438,05 45 13.923,+21 04 16.46,21.668,22.054,52
PSO J054528.698+205944.709,05 45 28.698,+20 59 44.67,20.409,20.346,52
PSO J054457.904+210320.388,05 44 57.907,+21 03 20.34,19.055,19.068,52
PSO J054522.155+210319.712,05 45 22.155,+21 03 19.66,17.631,17.630,60
PSO J054504.387+210410.475,05 45 04.389,+21 04 10.46,21.494,21.729,52
PSO J054457.988+205638.449,05 44 57.987,+20 56 38.38,19.762,19.409,36
PSO J054456.988+210309.297,05 44 56.993,+21 03 09.30,18.881,19.326,53
PSO J054517.331+210401.886,05 45 17.333,+21 04 01.85,19.713,19.693,52
PSO J054512.427+205539.402,05 45 12.429,+20 55 39.36,20.364,20.350,52
PSO J054507.668+210421.034,05 45 07.670,+21 04 21.03,21.056,21.722,36
PSO J054510.822+205536.951,05 45 10.825,+20 55 36.92,21.392,21.383,52
PSO J054523.844+210258.827,05 45 23.844,+21 02 58.79,17.340,17.334,60
PSO J054457.111+205647.564,05 44 57.112,+20 56 47.51,18.300,18.288,60
PSO J054517.361+210402.981,05 45 17.361,+21 04 02.98,21.724,21.920,32
PSO J054456.360+210302.228,05 44 56.360,+21 03 02.23,17.117,17.352,33
PSO J054457.862+205637.993,05 44 57.862,+20 56 37.90,21.297,22.409,53
PSO J054509.585+205536.006,05 45 09.585,+20 55 35.92,22.675,22.221,52
PSO J054452.463+210137.901,05 44 52.463,+21 01 37.79,20.519,21.755,53
PSO J054451.147+210014.628,05 44 51.151,+21 00 14.56,19.393,19.378,52
PSO J054513.464+210419.975,05 45 13.466,+21 04 19.98,21.194,21.831,36
PSO J054514.290+205542.130,05 45 14.289,+20 55 42.18,21.724,21.625,52
PSO J054516.521+210408.512,05 45 16.521,+21 04 08.51,21.919,22.119,32
PSO J054501.911+205600.716,05 45 01.913,+20 56 00.67,18.131,18.139,60
PSO J054517.521+205557.029,05 45 17.521,+20 55 56.94,21.247,21.352,36
PSO J054525.312+205724.469,05 45 25.313,+20 57 24.43,18.465,18.450,52
PSO J054520.039+205615.374,05 45 20.039,+20 56 15.37,19.576,20.312,33
PSO J054509.219+205535.108,05 45 09.219,+20 55 35.01,21.411,21.909,37
PSO J054522.695+205643.208,05 45 22.695,+20 56 43.21,23.340,21.689,32
PSO J054453.772+205743.348,05 44 53.772,+20 57 43.26,24.279,22.023,52
PSO J054459.456+205619.627,05 44 59.458,+20 56 19.56,17.093,17.098,60
PSO J054453.776+210217.574,05 44 53.779,+21 02 17.57,20.910,20.702,52
PSO J054518.974+205606.158,05 45 18.974,+20 56 06.08,21.019,20.828,52
PSO J054508.096+210424.418,05 45 08.097,+21 04 24.41,20.755,21.652,52
PSO J054513.969+210419.959,05 45 13.969,+21 04 19.91,21.522,22.262,36
PSO J054451.063+205935.807,05 44 51.065,+20 59 35.75,18.593,18.570,60
PSO J054525.590+210232.652,05 45 25.591,+21 02 32.61,18.460,18.466,60
PSO J054504.382+205545.567,05 45 04.385,+20 55 45.51,19.132,19.118,52
PSO J054520.492+210342.557,05 45 20.493,+21 03 42.56,21.487,21.941,32
PSO J054453.121+205756.033,05 44 53.123,+20 57 55.98,15.814,15.828,60
PSO J054506.873+210423.339,05 45 06.874,+21 04 23.34,21.406,21.714,32
PSO J054518.067+205558.190,05 45 18.068,+20 55 58.09,21.204,21.850,37
PSO J054511.846+210425.788,05 45 11.848,+21 04 25.76,20.320,21.502,53
PSO J054523.807+210304.303,05 45 23.807,+21 03 04.26,15.804,15.827,60
PSO J054513.435+210423.049,05 45 13.436,+21 04 23.05,22.431,22.294,32
PSO J054518.890+205603.395,05 45 18.890,+20 56 03.29,21.757,22.206,36
PSO J054459.701+205614.609,05 44 59.703,+20 56 14.55,18.862,18.860,60
PSO J054526.354+205741.266,05 45 26.356,+20 57 41.23,18.921,18.928,60
PSO J054526.490+205744.361,05 45 26.492,+20 57 44.34,19.357,19.352,52
PSO J054451.397+210102.873,05 44 51.396,+21 01 02.81,20.782,21.281,52
PSO J054506.771+210424.240,05 45 06.774,+21 04 24.20,18.643,18.624,60
PSO J054529.020+205928.972,05 45 29.021,+20 59 28.92,22.409,22.023,52
PSO J054528.861+205913.396,05 45 28.861,+20 59 13.36,18.979,18.927,52
PSO J054451.174+210050.102,05 44 51.174,+21 00 50.02,14.935,13.914,36
PSO J054451.541+205848.151,05 44 51.541,+20 58 48.07,19.218,19.288,164
PSO J054500.812+205604.475,05 45 00.814,+20 56 04.42,16.423,16.432,60
PSO J054450.935+205931.194,05 44 50.938,+20 59 31.15,21.011,20.784,52
PSO J054527.546+210148.274,05 45 27.547,+21 01 48.29,21.826,21.571,36
PSO J054454.912+210246.134,05 44 54.917,+21 02 46.06,20.417,20.343,60
PSO J054526.457+210218.390,05 45 26.455,+21 02 18.32,21.260,21.631,52
PSO J054509.490+205531.312,05 45 09.494,+20 55 31.25,19.723,19.695,52
PSO J054456.840+205644.227,05 44 56.839,+20 56 44.13,21.585,22.014,52
PSO J054505.727+205537.516,05 45 05.724,+20 55 37.63,21.271,21.142,164
PSO J054451.990+205825.971,05 44 51.997,+20 58 25.85,19.971,19.917,52
PSO J054453.317+205745.776,05 44 53.320,+20 57 45.75,21.148,21.231,52
PSO J054450.837+210026.690,05 44 50.842,+21 00 26.62,20.716,20.764,53
PSO J054451.570+210118.217,05 44 51.571,+21 01 18.16,20.011,20.179,36
PSO J054516.385+210414.476,05 45 16.386,+21 04 14.46,22.803,22.263,36
PSO J054523.554+205648.118,05 45 23.556,+20 56 48.10,19.976,19.931,52
PSO J054450.738+210015.334,05 44 50.744,+21 00 15.30,21.497,21.514,52
PSO J054451.004+210047.241,05 44 51.004,+21 00 47.24,14.481,14.830,129
PSO J054457.681+210328.355,05 44 57.682,+21 03 28.33,20.146,20.047,52
PSO J054526.922+210210.836,05 45 26.924,+21 02 10.79,21.316,21.153,52
PSO J054450.979+205911.751,05 44 50.979,+20 59 11.70,19.261,19.238,60
PSO J054450.942+210046.040,05 44 50.938,+21 00 45.90,18.631,12.135,32
PSO J054455.094+210252.761,05 44 55.097,+21 02 52.73,17.201,17.262,60
PSO J054450.678+205945.844,05 44 50.681,+20 59 45.79,18.204,18.198,60
PSO J054525.001+205708.438,05 45 25.002,+20 57 08.36,21.706,21.931,52
PSO J054523.452+210315.481,05 45 23.453,+21 03 15.47,22.442,21.947,52
PSO J054529.092+205913.178,05 45 29.094,+20 59 13.11,20.375,20.227,60
PSO J054455.608+210302.050,05 44 55.610,+21 03 02.00,19.080,19.166,60
PSO J054528.855+205856.820,05 45 28.855,+20 58 56.78,20.120,20.031,52
PSO J054505.748+210424.920,05 45 05.749,+21 04 24.93,20.891,21.681,53
PSO J054519.748+205605.189,05 45 19.749,+20 56 05.09,21.606,21.779,36
PSO J054455.138+205705.342,05 44 55.141,+20 57 05.28,18.544,18.507,60
PSO J054515.678+205540.259,05 45 15.678,+20 55 40.16,20.460,21.569,37
PSO J054521.991+210333.798,05 45 21.991,+21 03 33.75,17.779,17.786,60
PSO J054450.841+210045.858,05 44 50.850,+21 00 45.97,13.568,10.711,36
PSO J054450.880+210048.972,05 44 50.881,+21 00 48.91,14.840,15.556,32
PSO J054528.486+205836.044,05 45 28.487,+20 58 36.01,16.519,16.518,60
PSO J054503.188+205544.909,05 45 03.188,+20 55 44.91,21.517,20.816,32
PSO J054450.641+210026.697,05 44 50.641,+21 00 26.63,20.921,21.746,53
PSO J054517.057+210413.924,05 45 17.057,+21 04 13.95,20.825,20.763,52
PSO J054509.355+205527.656,05 45 09.357,+20 55 27.60,21.888,21.465,52
PSO J054510.867+210432.521,05 45 10.867,+21 04 32.36,22.267,21.878,52
PSO J054522.237+210332.267,05 45 22.237,+21 03 32.23,21.543,20.284,52
PSO J054522.234+210332.247,05 45 22.252,+21 03 32.36,20.286,20.194,36
PSO J054515.241+210422.989,05 45 15.242,+21 04 22.95,18.437,18.427,60
PSO J054459.457+205609.946,05 44 59.460,+20 56 09.89,19.033,19.020,52
PSO J054503.158+205543.885,05 45 03.161,+20 55 43.84,18.665,18.678,60
PSO J054529.532+205958.434,05 45 29.531,+20 59 58.39,22.121,22.119,52
PSO J054517.549+210412.317,05 45 17.550,+21 04 12.29,21.576,21.697,52
PSO J054458.027+210336.358,05 44 58.028,+21 03 36.33,22.117,21.727,52
PSO J054504.746+210423.869,05 45 04.747,+21 04 23.81,20.399,20.586,52
PSO J054454.452+205713.845,05 44 54.454,+20 57 13.79,19.580,19.472,52
PSO J054524.591+210302.553,05 45 24.592,+21 03 02.51,19.389,19.417,52
PSO J054453.045+205743.348,05 44 53.048,+20 57 43.32,19.073,19.080,60
PSO J054450.721+210047.911,05 44 50.722,+21 00 47.85,14.825,15.529,33
PSO J054515.300+210424.087,05 45 15.301,+21 04 24.09,21.552,21.177,32
PSO J054504.723+205535.716,05 45 04.727,+20 55 35.65,15.367,16.042,61
PSO J054450.689+210047.214,05 44 50.690,+21 00 47.21,14.373,14.919,32
PSO J054500.133+210357.616,05 45 00.132,+21 03 57.58,21.375,21.457,52
PSO J054456.666+205638.412,05 44 56.666,+20 56 38.32,19.632,20.461,37
PSO J054517.104+210416.361,05 45 17.106,+21 04 16.36,21.247,20.921,36
PSO J054504.844+205534.591,05 45 04.839,+20 55 34.53,16.654,16.348,52
PSO J054522.177+205624.131,05 45 22.178,+20 56 24.11,18.082,18.085,60
PSO J054450.582+210042.103,05 44 50.582,+21 00 42.10,14.370,13.519,32
PSO J054528.021+205810.214,05 45 28.024,+20 58 10.08,17.065,17.115,60
PSO J054521.061+210347.868,05 45 21.063,+21 03 47.84,20.635,21.450,52
PSO J054512.972+205527.698,05 45 12.974,+20 55 27.66,17.820,17.810,60
PSO J054528.239+205816.155,05 45 28.235,+20 58 16.17,21.440,21.154,52
PSO J054529.533+210035.153,05 45 29.533,+21 00 35.11,22.386,22.064,52
PSO J054500.523+205557.894,05 45 00.522,+20 55 57.80,22.135,22.138,52
PSO J054507.881+205525.453,05 45 07.880,+20 55 25.40,21.874,21.061,36
PSO J054514.266+205530.366,05 45 14.264,+20 55 30.29,22.635,22.121,52
PSO J054455.634+205650.670,05 44 55.636,+20 56 50.68,16.625,16.732,60
PSO J054450.555+210048.248,05 44 50.556,+21 00 48.25,17.184,17.851,33
PSO J054519.766+210400.369,05 45 19.767,+21 04 00.35,22.242,21.779,36
PSO J054516.859+210419.437,05 45 16.861,+21 04 19.43,21.238,21.816,164
PSO J054450.242+210006.256,05 44 50.243,+21 00 06.19,21.703,22.220,53
PSO J054529.265+205857.968,05 45 29.265,+20 58 57.97,23.378,21.591,32
PSO J054508.329+205524.155,05 45 08.329,+20 55 24.05,21.048,20.811,164
PSO J054520.129+210358.092,05 45 20.131,+21 03 58.09,21.084,21.235,36
PSO J054505.031+210428.309,05 45 05.032,+21 04 28.28,18.316,18.317,60
PSO J054525.968+210243.847,05 45 25.968,+21 02 43.78,20.941,21.028,52
PSO J054455.631+205649.524,05 44 55.630,+20 56 49.44,19.432,20.144,37
PSO J054507.024+205525.585,05 45 07.018,+20 55 25.67,22.330,21.744,52
PSO J054521.976+205618.913,05 45 21.976,+20 56 18.83,22.543,21.770,52
PSO J054529.071+205843.786,05 45 29.073,+20 58 43.74,21.964,21.539,52
PSO J054506.336+205527.012,05 45 06.338,+20 55 26.95,19.270,19.378,52
PSO J054525.825+210247.721,05 45 25.826,+21 02 47.67,20.663,20.775,52
PSO J054527.974+210157.853,05 45 27.975,+21 01 57.80,18.864,18.883,60
PSO J054527.637+205752.643,05 45 27.639,+20 57 52.64,20.091,20.101,52
PSO J054504.016+205534.982,05 45 04.015,+20 55 34.88,20.903,21.662,37
PSO J054506.453+210433.981,05 45 06.454,+21 04 33.95,13.325,13.344,60
PSO J054452.183+210203.532,05 44 52.179,+21 02 03.58,20.132,20.366,53
PSO J054450.752+210110.433,05 44 50.753,+21 01 10.37,20.324,20.668,53
PSO J054504.050+205534.315,05 45 04.049,+20 55 34.17,22.854,22.106,52
PSO J054452.276+205753.363,05 44 52.276,+20 57 53.36,22.407,21.721,32
PSO J054454.201+205710.238,05 44 54.203,+20 57 10.16,21.245,20.713,52
PSO J054513.237+210435.462,05 45 13.236,+21 04 35.41,21.198,21.231,52
PSO J054511.663+210438.147,05 45 11.666,+21 04 38.15,23.691,22.335,52
PSO J054451.612+210148.218,05 44 51.614,+21 01 48.17,17.332,17.326,60
PSO J054500.629+210406.579,05 45 00.632,+21 04 06.54,19.962,19.950,52
PSO J054529.118+205839.544,05 45 29.119,+20 58 39.51,19.810,19.796,52
PSO J054457.232+205625.125,05 44 57.232,+20 56 25.03,21.306,21.861,165
PSO J054453.587+210239.829,05 44 53.593,+21 02 39.77,21.670,21.380,52
PSO J054450.977+210125.908,05 44 50.981,+21 01 25.89,19.933,19.891,52
PSO J054450.203+210038.343,05 44 50.204,+21 00 38.28,19.591,20.435,37
PSO J054459.677+205600.439,05 44 59.679,+20 56 00.37,19.799,19.784,52
PSO J054528.152+205802.723,05 45 28.153,+20 58 02.68,21.331,21.081,52
PSO J054522.601+210337.608,05 45 22.602,+21 03 37.60,20.947,21.870,36
PSO J054503.331+205535.823,05 45 03.336,+20 55 35.74,21.517,21.586,52
PSO J054452.603+205741.490,05 44 52.603,+20 57 41.40,24.142,22.363,52
PSO J054510.154+205519.620,05 45 10.156,+20 55 19.58,16.444,16.441,60
PSO J054458.608+210350.750,05 44 58.609,+21 03 50.70,21.206,21.316,52
PSO J054451.738+205804.892,05 44 51.738,+20 58 04.87,20.847,21.401,36
PSO J054525.157+210303.586,05 45 25.157,+21 03 03.54,22.555,21.631,52
PSO J054450.144+205922.333,05 44 50.146,+20 59 22.27,18.305,18.293,60
PSO J054529.873+210036.569,05 45 29.874,+21 00 36.54,22.026,21.849,52
PSO J054520.931+210355.504,05 45 20.933,+21 03 55.54,21.009,20.627,36
PSO J054523.108+210332.691,05 45 23.110,+21 03 32.66,18.358,18.331,60
PSO J054515.849+210429.002,05 45 15.851,+21 04 29.00,24.636,22.421,52
PSO J054509.688+210441.300,05 45 09.690,+21 04 41.30,21.271,22.073,37
PSO J054508.990+210441.019,05 45 08.992,+21 04 41.02,21.842,21.871,52
PSO J054449.982+205934.797,05 44 49.983,+20 59 34.74,15.729,15.745,60
PSO J054451.643+205805.251,05 44 51.644,+20 58 05.19,19.839,19.972,52
PSO J054450.632+205844.151,05 44 50.634,+20 58 44.09,16.110,16.133,60
PSO J054518.541+205544.988,05 45 18.542,+20 55 44.96,20.860,20.786,52
PSO J054511.611+210440.894,05 45 11.611,+21 04 40.89,20.409,20.609,32
PSO J054456.364+210327.377,05 44 56.365,+21 03 27.31,20.352,20.272,52
PSO J054527.087+205731.211,05 45 27.089,+20 57 31.18,17.904,17.901,60
PSO J054452.991+205729.450,05 44 52.991,+20 57 29.36,21.675,21.767,52
PSO J054527.640+210215.900,05 45 27.641,+21 02 15.86,18.157,18.160,60
PSO J054450.281+205903.044,05 44 50.281,+20 59 03.04,23.090,22.981,32
PSO J054458.012+210346.629,05 44 58.014,+21 03 46.60,20.575,21.263,32
PSO J054530.072+205937.434,05 45 30.073,+20 59 37.40,18.782,18.764,60
PSO J054457.416+210340.922,05 44 57.418,+21 03 40.89,20.630,20.850,36
PSO J054459.275+205600.689,05 44 59.277,+20 56 00.64,19.655,19.608,60
PSO J054530.108+210026.779,05 45 30.105,+21 00 26.73,21.359,21.689,52
PSO J054523.133+205624.718,05 45 23.135,+20 56 24.72,21.640,21.806,52
PSO J054459.280+210400.555,05 44 59.285,+21 04 00.52,21.370,21.605,52
PSO J054519.326+210411.799,05 45 19.326,+21 04 11.80,20.305,18.921,32
PSO J054449.839+210028.896,05 44 49.841,+21 00 28.72,19.887,21.021,37
PSO J054450.198+210100.451,05 44 50.192,+21 01 00.44,16.909,16.990,100
PSO J054529.442+210121.817,05 45 29.441,+21 01 21.84,18.432,18.413,60
PSO J054506.109+205520.976,05 45 06.108,+20 55 20.87,20.210,20.847,37
PSO J054520.455+205556.236,05 45 20.456,+20 55 56.17,13.720,13.736,60
PSO J054521.046+205601.265,05 45 21.048,+20 56 01.25,19.873,20.264,52
PSO J054449.756+210027.229,05 44 49.774,+21 00 27.16,20.530,21.054,37
PSO J054457.811+205612.416,05 44 57.813,+20 56 12.36,18.796,18.797,60
PSO J054520.211+210406.000,05 45 20.213,+21 04 06.00,20.792,20.665,52
PSO J054518.252+210420.127,05 45 18.252,+21 04 20.10,21.179,21.132,52
PSO J054509.509+205515.413,05 45 09.509,+20 55 15.41,21.332,21.341,32
PSO J054529.573+210118.262,05 45 29.574,+21 01 18.24,21.737,21.577,52
PSO J054453.698+210251.094,05 44 53.698,+21 02 51.04,21.313,21.286,52
PSO J054504.825+205524.163,05 45 04.827,+20 55 24.09,18.884,18.885,60
PSO J054523.335+210335.800,05 45 23.335,+21 03 35.75,18.115,18.135,60
PSO J054500.102+205550.620,05 45 00.104,+20 55 50.55,19.948,19.947,52
PSO J054527.035+210238.008,05 45 27.040,+21 02 37.90,21.684,21.609,36
PSO J054506.198+205518.928,05 45 06.200,+20 55 18.87,15.598,15.608,60
PSO J054451.192+205808.218,05 44 51.193,+20 58 08.15,18.684,18.665,60
PSO J054504.681+210436.448,05 45 04.683,+21 04 36.39,17.259,17.265,60
PSO J054524.919+205643.360,05 45 24.921,+20 56 43.36,21.363,21.265,52
PSO J054454.844+205646.706,05 44 54.853,+20 56 46.59,22.787,22.358,52
PSO J054513.468+210443.033,05 45 13.470,+21 04 43.03,22.038,22.360,52
PSO J054528.795+210154.967,05 45 28.795,+21 01 54.95,21.024,21.327,52
PSO J054528.442+210205.775,05 45 28.443,+21 02 05.76,20.423,21.079,37
PSO J054517.673+205533.729,05 45 17.677,+20 55 33.65,20.393,20.336,60
PSO J054450.998+205811.858,05 44 51.000,+20 58 11.80,18.439,18.427,60
PSO J054449.970+205857.758,05 44 49.974,+20 58 57.75,20.594,20.504,52
PSO J054453.179+210244.708,05 44 53.180,+21 02 44.62,21.578,21.647,52
PSO J054516.615+205527.949,05 45 16.617,+20 55 27.94,21.515,22.160,53
PSO J054453.018+205718.198,05 44 53.019,+20 57 18.11,20.426,20.237,52
PSO J054526.319+205705.341,05 45 26.322,+20 57 05.31,20.802,20.703,52
PSO J054454.402+205652.625,05 44 54.405,+20 56 52.57,20.834,20.698,52
PSO J054518.572+205538.233,05 45 18.574,+20 55 38.21,19.503,19.456,52
PSO J054515.615+210437.162,05 45 15.615,+21 04 37.12,16.891,16.884,60
PSO J054520.234+210410.196,05 45 20.236,+21 04 10.18,20.981,20.915,52
PSO J054526.196+205701.938,05 45 26.196,+20 57 01.94,24.003,22.220,32
PSO J054455.973+210331.497,05 44 55.975,+21 03 31.45,18.479,18.474,60
PSO J054451.305+205758.574,05 44 51.304,+20 57 58.49,19.278,19.778,37
PSO J054449.572+210039.958,05 44 49.573,+21 00 39.87,19.474,19.713,53
PSO J054507.153+210446.237,05 45 07.154,+21 04 46.24,21.370,21.664,32
PSO J054451.968+205739.493,05 44 51.968,+20 57 39.44,17.397,17.434,60
PSO J054526.444+210254.893,05 45 26.446,+21 02 54.82,21.863,21.949,52
PSO J054515.636+210438.339,05 45 15.636,+21 04 38.34,20.953,20.404,32
PSO J054457.374+205611.069,05 44 57.373,+20 56 10.99,22.555,22.367,52
PSO J054501.247+205537.606,05 45 01.248,+20 55 37.55,18.143,18.200,60
PSO J054522.167+205605.830,05 45 22.169,+20 56 05.73,21.865,22.038,52
PSO J054526.787+205710.650,05 45 26.789,+20 57 10.62,17.507,17.508,60
PSO J054455.318+210324.358,05 44 55.319,+21 03 24.32,20.312,20.300,52
PSO J054512.348+205512.045,05 45 12.351,+20 55 12.00,16.320,16.325,60
PSO J054508.496+205510.786,05 45 08.498,+20 55 10.76,13.883,13.903,60
PSO J054512.725+210447.687,05 45 12.725,+21 04 47.70,21.133,21.372,52
PSO J054530.415+205909.677,05 45 30.414,+20 59 09.64,18.794,18.781,60
PSO J054510.857+205509.882,05 45 10.859,+20 55 09.84,18.356,18.345,60
PSO J054529.625+205826.204,05 45 29.627,+20 58 26.15,20.006,20.983,37
PSO J054519.775+205543.796,05 45 19.774,+20 55 43.70,22.054,21.720,52
PSO J054515.576+205520.022,05 45 15.579,+20 55 19.98,16.519,16.523,60
PSO J054530.693+210023.348,05 45 30.694,+21 00 23.29,16.572,16.576,60
